Input: AmA, Original Base: 55, Target Base: 12, Converted: 17058, Base10: 32900
Input: 4H6R, Original Base: 39, Target Base: 50, Converted: 25Hi, Base10: 263394
Input: 298A720, Original Base: 12, Target Base: 3, Converted: 120210112200020, Base10: 8395656
Input: 33, Original Base: 4, Target Base: 20, Converted: F, Base10: 15
Input: 1NrV, Original Base: 57, Target Base: 58, Converted: 1KA0, Base10: 262972
Input: 5bfg, Original Base: 45, Target Base: 13, Converted: 158469, Base10: 532437
Input: 6KCV, Original Base: 55, Target Base: 29, Converted: 1ECLD, Base10: 1059441
Input: 20001333320, Original Base: 4, Target Base: 40, Converted: WZXG, Base10: 2105336
Input: 3bT, Original Base: 47, Target Base: 37, Converted: 64X, Base10: 8395
Input: 14D, Original Base: 16, Target Base: 54, Converted: 69, Base10: 333
Input: 0, Original Base: 37, Target Base: 19, Converted: 0, Base10: 0
Input: 111022220100, Original Base: 3, Target Base: 16, Converted: 400E0, Base10: 262368
Input: 0, Original Base: 57, Target Base: 6, Converted: 0, Base10: 0
Input: 4AAJD, Original Base: 22, Target Base: 29, Converted: 1E01J, Base10: 1048775
Input: 108B, Original Base: 27, Target Base: 24, Converted: 1ADE, Base10: 19910
Input: 59A3E, Original Base: 25, Target Base: 37, Converted: 14H16, Base10: 2100089
Input: 2, Original Base: 31, Target Base: 47, Converted: 2, Base10: 2
Input: 9DD3, Original Base: 15, Target Base: 59, Converted: 9aj, Base10: 33498
Input: 4KO, Original Base: 45, Target Base: 61, Converted: 2Pv, Base10: 9024
Input: 1NKD, Original Base: 35, Target Base: 32, Converted: 262J, Base10: 71763
Input: 8D1B, Original Base: 16, Target Base: 15, Converted: AA83, Base10: 36123
Input: 4VJK, Original Base: 38, Target Base: 58, Converted: 1Kio, Base10: 264994
Input: 587B8A, Original Base: 13, Target Base: 19, Converted: G29AC, Base10: 2102305
Input: 4, Original Base: 60, Target Base: 43, Converted: 4, Base10: 4
Input: 1HE, Original Base: 48, Target Base: 31, Converted: 383, Base10: 3134
Input: 5184, Original Base: 9, Target Base: 22, Converted: 7II, Base10: 3802
Input: 9329, Original Base: 10, Target Base: 52, Converted: 3NL, Base10: 9329
Input: 2AP, Original Base: 55, Target Base: 58, Converted: 1uD, Base10: 6625
Input: D, Original Base: 62, Target Base: 62, Converted: D, Base10: 13
Input: 10101111010, Original Base: 2, Target Base: 14, Converted: 722, Base10: 1402
Input: Bo, Original Base: 53, Target Base: 5, Converted: 10013, Base10: 633
Input: 6EF, Original Base: 20, Target Base: 17, Converted: 959, Base10: 2695
Input: 7B, Original Base: 42, Target Base: 22, Converted: DJ, Base10: 305
Input: 1E3BB, Original Base: 29, Target Base: 56, Converted: 5tIC, Base10: 1051580
Input: 10, Original Base: 35, Target Base: 25, Converted: 1A, Base10: 35
Input: 82, Original Base: 36, Target Base: 15, Converted: 145, Base10: 290
Input: 2B, Original Base: 20, Target Base: 40, Converted: 1B, Base10: 51
Input: 5075H, Original Base: 18, Target Base: 57, Converted: 2mG5, Base10: 527255
Input: 18, Original Base: 16, Target Base: 42, Converted: O, Base10: 24
Input: 1, Original Base: 25, Target Base: 45, Converted: 1, Base10: 1
Input: 2dtQ, Original Base: 58, Target Base: 16, Converted: 8015C, Base10: 524636
Input: 5G, Original Base: 62, Target Base: 53, Converted: 68, Base10: 326
Input: 120210101210122, Original Base: 3, Target Base: 53, Converted: 13JiH, Base10: 8392832
Input: 5Pc, Original Base: 56, Target Base: 16, Converted: 42DE, Base10: 17118
Input: 3BWb, Original Base: 55, Target Base: 45, Converted: 5ca2, Base10: 534197
Input: HiKW, Original Base: 49, Target Base: 63, Converted: 8QnW, Base10: 2106689
Input: BA3, Original Base: 19, Target Base: 37, Converted: 31K, Base10: 4164
Input: 709, Original Base: 17, Target Base: 20, Converted: 51C, Base10: 2032
Input: 3QN, Original Base: 42, Target Base: 57, Converted: 1tN, Base10: 6407
Input: B40A79, Original Base: 13, Target Base: 57, Converted: Mcif, Base10: 4200257
Input: 92, Original Base: 12, Target Base: 38, Converted: 2Y, Base10: 110
Input: XS0a, Original Base: 50, Target Base: 43, Converted: 19WYg, Base10: 4195036
Input: I1, Original Base: 21, Target Base: 61, Converted: 6D, Base10: 379
Input: ZD, Original Base: 38, Target Base: 55, Converted: ON, Base10: 1343
Input: 7627, Original Base: 17, Target Base: 34, Converted: V9O, Base10: 36166
Input: 8897, Original Base: 20, Target Base: 44, Converted: YZN, Base10: 67387
Input: 22, Original Base: 4, Target Base: 5, Converted: 20, Base10: 10
Input: 1940, Original Base: 18, Target Base: 7, Converted: 34500, Base10: 8820
Input: 210, Original Base: 3, Target Base: 41, Converted: L, Base10: 21
Input: 1E2D, Original Base: 28, Target Base: 9, Converted: 50233, Base10: 32997
Input: 3V, Original Base: 47, Target Base: 46, Converted: 3Y, Base10: 172
Input: AHX, Original Base: 63, Target Base: 17, Converted: 852B, Base10: 40794
Input: E, Original Base: 60, Target Base: 21, Converted: E, Base10: 14
Input: MU, Original Base: 33, Target Base: 59, Converted: Cm, Base10: 756
Input: JN, Original Base: 39, Target Base: 42, Converted: I8, Base10: 764
Input: 0, Original Base: 7, Target Base: 59, Converted: 0, Base10: 0
Input: 15, Original Base: 43, Target Base: 36, Converted: 1C, Base10: 48
Input: 1A, Original Base: 47, Target Base: 46, Converted: 1B, Base10: 57
Input: 8XT, Original Base: 35, Target Base: 44, Converted: 5TS, Base10: 10984
Input: 13Kq5, Original Base: 53, Target Base: 33, Converted: 72KSS, Base10: 8396053
Input: 0, Original Base: 60, Target Base: 37, Converted: 0, Base10: 0
Input: eIdY, Original Base: 47, Target Base: 61, Converted: ITG6, Base10: 4194549
Input: 2Ui, Original Base: 59, Target Base: 44, Converted: 4NK, Base10: 8776
Input: 10TB, Original Base: 30, Target Base: 51, Converted: AaZ, Base10: 27881
Input: WGg, Original Base: 46, Target Base: 28, Converted: 33A2, Base10: 68490
Input: 0, Original Base: 61, Target Base: 29, Converted: 0, Base10: 0
Input: 1DSQD, Original Base: 29, Target Base: 26, Converted: 27H6L, Base10: 1048653
Input: 0, Original Base: 30, Target Base: 59, Converted: 0, Base10: 0
Input: 6FK, Original Base: 51, Target Base: 41, Converted: 9UW, Base10: 16391
Input: 1567H, Original Base: 18, Target Base: 61, Converted: abA, Base10: 136223
Input: 1I38, Original Base: 36, Target Base: 6, Converted: 1300312, Base10: 70100
Input: BqD, Original Base: 54, Target Base: 38, Converted: O6D, Base10: 34897
Input: 224381, Original Base: 9, Target Base: 17, Converted: 1A63G, Base10: 134452
Input: 409O, Original Base: 32, Target Base: 48, Converted: 1918, Base10: 131384
Input: 2B830D, Original Base: 15, Target Base: 63, Converted: 8Pww, Base10: 2103313
Input: 2, Original Base: 35, Target Base: 54, Converted: 2, Base10: 2
Input: 37A4, Original Base: 17, Target Base: 9, Converted: 25207, Base10: 16936
Input: CW, Original Base: 46, Target Base: 12, Converted: 408, Base10: 584
Input: PM7, Original Base: 31, Target Base: 4, Converted: 12002022, Base10: 24714
Input: 1OGY, Original Base: 57, Target Base: 30, Converted: 9NDP, Base10: 264115
Input: 13, Original Base: 8, Target Base: 8, Converted: 13, Base10: 11
Input: WVA7, Original Base: 40, Target Base: 55, Converted: CXUW, Base10: 2098007
Input: 6, Original Base: 47, Target Base: 26, Converted: 6, Base10: 6
Input: 5, Original Base: 52, Target Base: 5, Converted: 10, Base10: 5
Input: 0, Original Base: 2, Target Base: 38, Converted: 0, Base10: 0
Input: C3, Original Base: 46, Target Base: 60, Converted: 9F, Base10: 555
Input: G3, Original Base: 51, Target Base: 13, Converted: 4B0, Base10: 819
Input: 0, Original Base: 62, Target Base: 30, Converted: 0, Base10: 0
Input: 1Ge, Original Base: 58, Target Base: 3, Converted: 12221110, Base10: 4332
Input: 2TFf, Original Base: 47, Target Base: 28, Converted: CBED, Base10: 272453
Input: 10100111110110, Original Base: 2, Target Base: 24, Converted: IFE, Base10: 10742
Input: 1P, Original Base: 33, Target Base: 10, Converted: 58, Base10: 58
Input: BZ3, Original Base: 44, Target Base: 42, Converted: CdX, Base10: 22839
Input: 1, Original Base: 30, Target Base: 16, Converted: 1, Base10: 1
Input: mXg, Original Base: 52, Target Base: 51, Converted: oTL, Base10: 131550
Input: 35, Original Base: 14, Target Base: 23, Converted: 21, Base10: 47
Input: E8, Original Base: 60, Target Base: 41, Converted: KS, Base10: 848
Input: 2D7, Original Base: 16, Target Base: 53, Converted: Dc, Base10: 727
Input: 2, Original Base: 37, Target Base: 18, Converted: 2, Base10: 2
Input: 5Bo, Original Base: 57, Target Base: 13, Converted: 7919, Base10: 16922
Input: e, Original Base: 62, Target Base: 31, Converted: 19, Base10: 40
Input: Df, Original Base: 52, Target Base: 7, Converted: 2043, Base10: 717
Input: 1, Original Base: 6, Target Base: 18, Converted: 1, Base10: 1
Input: 1Q81P, Original Base: 27, Target Base: 54, Converted: 6ZfP, Base10: 1049083
Input: 0, Original Base: 55, Target Base: 24, Converted: 0, Base10: 0
Input: 5Ff, Original Base: 56, Target Base: 5, Converted: 1012221, Base10: 16561
Input: Gl, Original Base: 57, Target Base: 59, Converted: GF, Base10: 959
Input: 4baF, Original Base: 38, Target Base: 46, Converted: 2bT1, Base10: 274299
Input: 1, Original Base: 7, Target Base: 62, Converted: 1, Base10: 1
Input: QNBJ, Original Base: 34, Target Base: 39, Converted: HQNJ, Base10: 1048885
Input: 1, Original Base: 47, Target Base: 5, Converted: 1, Base10: 1
Input: 1GKC, Original Base: 21, Target Base: 4, Converted: 10011231, Base10: 16749
Input: 1, Original Base: 58, Target Base: 38, Converted: 1, Base10: 1
Input: WN8, Original Base: 45, Target Base: 49, Converted: RKa, Base10: 65843
Input: 4, Original Base: 28, Target Base: 20, Converted: 4, Base10: 4
Input: 58788, Original Base: 21, Target Base: 58, Converted: 5M3E, Base10: 1049756
Input: 275, Original Base: 14, Target Base: 56, Converted: 8l, Base10: 495
Input: 5, Original Base: 33, Target Base: 20, Converted: 5, Base10: 5
Input: 21EA, Original Base: 32, Target Base: 63, Converted: Gtn, Base10: 67018
Input: TE, Original Base: 59, Target Base: 14, Converted: 8B3, Base10: 1725
Input: 400ED6, Original Base: 16, Target Base: 37, Converted: 28WK8, Base10: 4198102
Input: 13NNO, Original Base: 26, Target Base: 48, Converted: 4aBY, Base10: 525874
Input: a, Original Base: 44, Target Base: 2, Converted: 100100, Base10: 36
Input: 1242, Original Base: 5, Target Base: 16, Converted: C5, Base10: 197
Input: B, Original Base: 54, Target Base: 30, Converted: B, Base10: 11
Input: 1, Original Base: 31, Target Base: 13, Converted: 1, Base10: 1
Input: EO5L, Original Base: 26, Target Base: 49, Converted: 2BEi, Base10: 262439
Input: 6hm, Original Base: 57, Target Base: 21, Converted: 27I6, Base10: 21993
Input: UObX, Original Base: 41, Target Base: 26, Converted: 4G0FE, Base10: 2109524
Input: N, Original Base: 27, Target Base: 44, Converted: N, Base10: 23
Input: 3QWQ, Original Base: 33, Target Base: 58, Converted: ejb, Base10: 137207
Input: 1, Original Base: 22, Target Base: 20, Converted: 1, Base10: 1
Input: 2D, Original Base: 20, Target Base: 34, Converted: 1J, Base10: 53
Input: 4VZ6, Original Base: 38, Target Base: 56, Converted: 1Sca, Base10: 265588
Input: 9, Original Base: 11, Target Base: 49, Converted: 9, Base10: 9
Input: 862, Original Base: 13, Target Base: 41, Converted: Yc, Base10: 1432
Input: 4hV, Original Base: 60, Target Base: 13, Converted: 7987, Base10: 17011
Input: PJI, Original Base: 40, Target Base: 39, Converted: QVN, Base10: 40778
Input: 4C4, Original Base: 33, Target Base: 32, Converted: 4KK, Base10: 4756
Input: 3032, Original Base: 4, Target Base: 2, Converted: 11001110, Base10: 206
Input: 2R, Original Base: 60, Target Base: 4, Converted: 2103, Base10: 147
Input: 5, Original Base: 58, Target Base: 22, Converted: 5, Base10: 5
Input: 300, Original Base: 11, Target Base: 3, Converted: 111110, Base10: 363
Input: 7, Original Base: 10, Target Base: 49, Converted: 7, Base10: 7
Input: 7c, Original Base: 44, Target Base: 39, Converted: 8Y, Base10: 346
Input: 66C73, Original Base: 17, Target Base: 24, Converted: 1EFA2, Base10: 534194
Input: J, Original Base: 54, Target Base: 50, Converted: J, Base10: 19
Input: 1111110, Original Base: 2, Target Base: 41, Converted: 33, Base10: 126
Input: Lbr, Original Base: 55, Target Base: 29, Converted: 2K0F, Base10: 65613
Input: 10B, Original Base: 58, Target Base: 21, Converted: 7DF, Base10: 3375
Input: A, Original Base: 26, Target Base: 39, Converted: A, Base10: 10
Input: 4k, Original Base: 61, Target Base: 41, Converted: 73, Base10: 290
Input: 4QG, Original Base: 27, Target Base: 2, Converted: 111000110010, Base10: 3634
Input: 1, Original Base: 2, Target Base: 43, Converted: 1, Base10: 1
Input: 13M45, Original Base: 26, Target Base: 25, Converted: 18ECA, Base10: 524685
Input: 0, Original Base: 24, Target Base: 16, Converted: 0, Base10: 0
Input: Zb, Original Base: 61, Target Base: 45, Converted: 13C, Base10: 2172
Input: 9, Original Base: 59, Target Base: 26, Converted: 9, Base10: 9
Input: C, Original Base: 57, Target Base: 36, Converted: C, Base10: 12
Input: D, Original Base: 19, Target Base: 52, Converted: D, Base10: 13
Input: 224381, Original Base: 9, Target Base: 58, Converted: du8, Base10: 134452
Input: 1H, Original Base: 37, Target Base: 56, Converted: s, Base10: 54
Input: 1, Original Base: 58, Target Base: 38, Converted: 1, Base10: 1
Input: TcU, Original Base: 47, Target Base: 13, Converted: 23CA6, Base10: 65877
Input: YX, Original Base: 45, Target Base: 52, Converted: U3, Base10: 1563
Input: 4PG, Original Base: 43, Target Base: 39, Converted: 5MO, Base10: 8487
Input: 3, Original Base: 11, Target Base: 28, Converted: 3, Base10: 3
Input: 0, Original Base: 54, Target Base: 46, Converted: 0, Base10: 0
Input: W, Original Base: 51, Target Base: 37, Converted: W, Base10: 32
Input: 6Cv, Original Base: 63, Target Base: 39, Converted: G7I, Base10: 24627
Input: A, Original Base: 42, Target Base: 44, Converted: A, Base10: 10
Input: G, Original Base: 25, Target Base: 19, Converted: G, Base10: 16
Input: D2, Original Base: 24, Target Base: 42, Converted: 7K, Base10: 314
Input: Ac, Original Base: 44, Target Base: 13, Converted: 2AA, Base10: 478
Input: m, Original Base: 50, Target Base: 62, Converted: m, Base10: 48
Input: j6, Original Base: 51, Target Base: 22, Converted: 4GD, Base10: 2301
Input: 2, Original Base: 59, Target Base: 6, Converted: 2, Base10: 2
Input: 25, Original Base: 6, Target Base: 7, Converted: 23, Base10: 17
Input: 7, Original Base: 54, Target Base: 58, Converted: 7, Base10: 7
Input: 5163, Original Base: 7, Target Base: 2, Converted: 11100010001, Base10: 1809
Input: 2HWZ5, Original Base: 36, Target Base: 11, Converted: 2405947, Base10: 4195121
Input: 3, Original Base: 13, Target Base: 3, Converted: 10, Base10: 3
Input: 0, Original Base: 60, Target Base: 56, Converted: 0, Base10: 0
Input: 1N, Original Base: 59, Target Base: 58, Converted: 1O, Base10: 82
Input: MQ, Original Base: 38, Target Base: 19, Converted: 277, Base10: 862
Input: 1MN, Original Base: 31, Target Base: 6, Converted: 11414, Base10: 1666
Input: 3759, Original Base: 28, Target Base: 28, Converted: 3759, Base10: 71493
Input: 5d, Original Base: 47, Target Base: 56, Converted: 4o, Base10: 274
Input: 1C44, Original Base: 15, Target Base: 52, Converted: 2E3, Base10: 6139
Input: 4UK, Original Base: 45, Target Base: 36, Converted: 7B2, Base10: 9470
Input: 5421543, Original Base: 6, Target Base: 19, Converted: 20IDC, Base10: 267399
Input: 102112, Original Base: 3, Target Base: 16, Converted: 137, Base10: 311
Input: 22G4, Original Base: 20, Target Base: 56, Converted: 5Pi, Base10: 17124
Input: X, Original Base: 40, Target Base: 7, Converted: 45, Base10: 33
Input: 1S5Z, Original Base: 44, Target Base: 63, Converted: ZBd, Base10: 139647
Input: Gp4q, Original Base: 63, Target Base: 52, Converted: TkS3, Base10: 4203475
Input: w, Original Base: 63, Target Base: 5, Converted: 213, Base10: 58
Input: 34, Original Base: 29, Target Base: 34, Converted: 2N, Base10: 91
Input: 377355, Original Base: 19, Target Base: 17, Converted: 5F7B42, Base10: 8389740
Input: 214200, Original Base: 6, Target Base: 17, Converted: 3A92, Base10: 17784
Input: 1DN, Original Base: 40, Target Base: 9, Converted: 2841, Base10: 2143
Input: SES, Original Base: 37, Target Base: 62, Converted: A74, Base10: 38878
Input: 4, Original Base: 32, Target Base: 18, Converted: 4, Base10: 4
Input: 45, Original Base: 60, Target Base: 52, Converted: 4b, Base10: 245
Input: 1011, Original Base: 10, Target Base: 51, Converted: Jg, Base10: 1011
Input: 1D3AD8, Original Base: 19, Target Base: 38, Converted: 20GZ8, Base10: 4194714
Input: 12, Original Base: 10, Target Base: 45, Converted: C, Base10: 12
Input: 1, Original Base: 12, Target Base: 15, Converted: 1, Base10: 1
Input: G1FB4, Original Base: 19, Target Base: 5, Converted: 1014110443, Base10: 2097623
Input: 0, Original Base: 44, Target Base: 56, Converted: 0, Base10: 0
Input: 1, Original Base: 41, Target Base: 22, Converted: 1, Base10: 1
Input: AKS, Original Base: 40, Target Base: 16, Converted: 41BC, Base10: 16828
Input: 1223340, Original Base: 5, Target Base: 3, Converted: 1012100220, Base10: 23595
Input: B89, Original Base: 14, Target Base: 53, Converted: gp, Base10: 2277
Input: 11010110, Original Base: 2, Target Base: 63, Converted: 3P, Base10: 214
Input: 20000E, Original Base: 16, Target Base: 4, Converted: 20000000032, Base10: 2097166
Input: 1F, Original Base: 39, Target Base: 51, Converted: 13, Base10: 54
Input: ei, Original Base: 47, Target Base: 53, Converted: aG, Base10: 1924
Input: j, Original Base: 48, Target Base: 62, Converted: j, Base10: 45
